nation,lsoa,overall_local_score,income_score,employment_score,GB_IMD_E_score,original_decile,E_expanded_decile,GB_IMD_E_rank,GB_IMD_E_pop_decile,GB_IMD_E_pop_quintile
S,S01013417,28.76402666,15,15,26.72327886,3,3,12329,3,2
E,E01025050,26.723,13.3,12,26.723,3,3,12331,3,2
E,E01002400,26.723,17.8,10.1,26.723,3,3,12331,3,2
E,E01031553,26.723,15.1,9.7,26.723,3,3,12331,3,2
E,E01010741,26.721,10.4,9.4,26.721,3,3,12333.5,3,2
E,E01015907,26.721,16.8,12.7,26.721,3,3,12333.5,3,2
E,E01027381,26.718,9.5,9.8,26.718,3,3,12335,3,2
E,E01006533,26.717,13.8,13.6,26.717,3,3,12336,3,2
E,E01021637,26.715,12,10,26.715,3,3,12337,3,2
E,E01015209,26.714,15.4,15.5,26.714,3,3,12338,3,2
S,S01012732,28.21999456,16,13,26.71380855,3,3,12339,3,2
E,E01026426,26.713,15.7,15.3,26.713,3,3,12340,3,2
S,S01012162,27.85815448,16,12,26.71138853,3,3,12341,3,2
E,E01012868,26.71,11.7,6.1,26.71,3,3,12342,3,2
E,E01025209,26.709,16,14.4,26.709,3,3,12343,3,2
S,S01010176,28.22264764,18,12,26.70882811,3,3,12344,3,2
E,E01022482,26.707,17.2,10.2,26.707,3,3,12345,3,2
E,E01006890,26.706,14.1,12.5,26.706,3,3,12346,3,2
W,W01001305,22.2,14,13,26.70590261,4,3,12347,3,2
E,E01032786,26.705,19.8,13.2,26.705,3,3,12348.5,3,2
E,E01007820,26.705,17.3,14.5,26.705,3,3,12348.5,3,2
E,E01000125,26.704,17.9,8.8,26.704,3,3,12350,4,2
E,E01026270,26.701,17.2,11,26.701,3,3,12351,4,2
E,E01033561,26.7,10.8,4.3,26.7,3,3,12352,4,2
W,W01000753,23,21,12,26.69999192,4,3,12353,4,2
E,E01011153,26.699,12.9,11.4,26.699,3,3,12354,4,2
E,E01003829,26.698,16.7,14.1,26.698,3,3,12356,4,2
E,E01032381,26.698,13.4,10.8,26.698,3,3,12356,4,2
E,E01005309,26.698,6.3,4.6,26.698,3,3,12356,4,2
E,E01006998,26.693,16.2,10.9,26.693,3,3,12358,4,2
E,E01002672,26.691,19.2,10.2,26.691,3,3,12359,4,2
E,E01004242,26.689,19.4,10.3,26.689,3,3,12360,4,2
E,E01017364,26.686,14.3,11.2,26.686,3,3,12361,4,2
S,S01010348,28.74023692,17,14,26.68420803,3,3,12362,4,2
E,E01031094,26.683,14.3,11.8,26.683,3,3,12363,4,2
E,E01003015,26.682,19.2,12,26.682,3,3,12364,4,2
E,E01004448,26.678,13.6,10.1,26.678,3,3,12366,4,2
E,E01011154,26.678,19.2,10.3,26.678,3,3,12366,4,2
E,E01015923,26.678,15.1,9.7,26.678,3,3,12366,4,2
E,E01007354,26.675,13.7,15.9,26.675,3,3,12368,4,2
E,E01029187,26.673,10.8,11.6,26.673,3,3,12369,4,2
S,S01012761,28.90769624,16,15,26.67226473,3,3,12370,4,2
E,E01014277,26.672,12.2,12.8,26.672,3,3,12371,4,2
E,E01033209,26.671,14.6,13.7,26.671,3,3,12372,4,2
E,E01006521,26.67,15.4,13.8,26.67,3,3,12373.5,4,2
E,E01005897,26.67,16.6,13.4,26.67,3,3,12373.5,4,2
E,E01000062,26.669,14.3,8.8,26.669,3,3,12375,4,2
E,E01005531,26.668,12.7,10.2,26.668,3,3,12376,4,2
E,E01003923,26.667,17.2,10.7,26.667,3,3,12377.5,4,2
E,E01003520,26.667,14.7,6.8,26.667,3,3,12377.5,4,2
E,E01002018,26.666,18.9,13.2,26.666,3,3,12379.5,4,2
E,E01016391,26.666,16.2,9.6,26.666,3,3,12379.5,4,2
E,E01010851,26.665,13.4,9.6,26.665,3,3,12381,4,2
E,E01018629,26.662,17.7,12.9,26.662,3,3,12382.5,4,2
E,E01018788,26.662,20.1,15.7,26.662,3,3,12382.5,4,2
E,E01016014,26.661,20.9,10.1,26.661,3,3,12384,4,2
E,E01025405,26.659,15.4,11.6,26.659,3,3,12385.5,4,2
E,E01020971,26.659,16.9,14.8,26.659,3,3,12385.5,4,2
E,E01014155,26.657,14.4,13.2,26.657,3,3,12387,4,2
E,E01018766,26.655,12.1,9.8,26.655,3,3,12388,4,2
S,S01011802,29.25993314,18,15,26.6539034,3,3,12389,4,2
E,E01030169,26.652,14.2,12,26.652,3,3,12391,4,2
E,E01021060,26.652,15.7,11.1,26.652,3,3,12391,4,2
E,E01001809,26.652,13.7,7.8,26.652,3,3,12391,4,2
W,W01001234,22.7,15,11,26.64359114,4,3,12393,4,2
E,E01002932,26.643,19,13.5,26.643,3,3,12394.5,4,2
E,E01027312,26.643,18.1,12.8,26.643,3,3,12394.5,4,2
E,E01005979,26.642,13.3,13.6,26.642,3,3,12396,4,2
E,E01026169,26.641,14.9,15.7,26.641,3,3,12397.5,4,2
E,E01027810,26.641,14.6,9.1,26.641,3,3,12397.5,4,2
W,W01001063,23.1,17,10,26.63988045,4,3,12399,4,2
E,E01029349,26.639,18.2,14.4,26.639,3,3,12401,4,2
E,E01002325,26.639,18.4,11.5,26.639,3,3,12401,4,2
E,E01001784,26.639,18.2,7.9,26.639,3,3,12401,4,2
E,E01002401,26.638,18.5,12.3,26.638,3,3,12403.5,4,2
E,E01001999,26.638,14.6,8.7,26.638,3,3,12403.5,4,2
E,E01025054,26.637,14,14,26.637,3,3,12405,4,2
E,E01032343,26.636,11.1,9.5,26.636,3,3,12406,4,2
E,E01012079,26.635,12,13.4,26.635,3,3,12407,4,2
E,E01014321,26.634,12.1,12.2,26.634,3,3,12408,4,2
E,E01001325,26.632,18.5,11.2,26.632,3,3,12409,4,2
E,E01010727,26.63,9,10.1,26.63,3,3,12410.5,4,2
E,E01025359,26.63,12.5,12,26.63,3,3,12410.5,4,2
E,E01008809,26.629,17,13.9,26.629,3,3,12412.5,4,2
E,E01008108,26.629,14.5,8.2,26.629,3,3,12412.5,4,2
S,S01011677,27.25375022,17,10,26.62408574,3,3,12414,4,2
E,E01025554,26.624,17.1,16.6,26.624,3,3,12415,4,2
E,E01002649,26.623,15.5,9.6,26.623,3,3,12416,4,2
E,E01002603,26.622,16.4,8.8,26.622,3,3,12417,4,2
E,E01031059,26.621,11.5,10.4,26.621,3,3,12418,4,2
E,E01024169,26.618,14.1,10.5,26.618,3,3,12419,4,2
E,E01002403,26.617,18.5,10.9,26.617,3,3,12420.5,4,2
E,E01011966,26.617,15.8,17.4,26.617,3,3,12420.5,4,2
E,E01001688,26.616,17.7,10.8,26.616,3,3,12422,4,2
E,E01009781,26.613,20.9,14.9,26.613,3,3,12423.5,4,2
E,E01019000,26.613,17.8,16.3,26.613,3,3,12423.5,4,2
S,S01008171,29.04461968,17,15,26.61255341,3,3,12425,4,2
E,E01003182,26.612,16.4,12.1,26.612,3,3,12426,4,2
E,E01033704,26.61,9.6,5.7,26.61,3,3,12427.5,4,2
E,E01004576,26.61,17.9,12.3,26.61,3,3,12427.5,4,2
E,E01030619,26.605,14.2,12.8,26.605,3,3,12429,4,2
E,E01009119,26.603,15.9,14,26.603,3,3,12430.5,4,2
E,E01026982,26.603,17.1,11.4,26.603,3,3,12430.5,4,2
E,E01019690,26.601,17.6,13.5,26.601,3,3,12433,4,2
E,E01003099,26.601,15.9,8.2,26.601,3,3,12433,4,2
E,E01004436,26.601,12,9.1,26.601,3,3,12433,4,2
E,E01028965,26.6,17.5,15.5,26.6,3,3,12436,4,2
E,E01014407,26.6,15.7,10.5,26.6,3,3,12436,4,2
E,E01014736,26.6,14,10.3,26.6,3,3,12436,4,2
E,E01024777,26.598,16,14.6,26.598,3,3,12438,4,2
E,E01030432,26.597,16,11.4,26.597,3,3,12439,4,2
E,E01028041,26.594,9.6,9.8,26.594,3,3,12440,4,2
E,E01020131,26.593,9.5,6.6,26.593,3,3,12441.5,4,2
E,E01016377,26.593,17.3,9.8,26.593,3,3,12441.5,4,2
S,S01008104,29.39501365,19,15,26.59181614,3,3,12443,4,2
E,E01007169,26.591,13.2,12.2,26.591,3,3,12444,4,2
E,E01016072,26.59,14.8,12.7,26.59,3,3,12445,4,2
E,E01012460,26.589,15.6,15.3,26.589,3,3,12446,4,2
E,E01021260,26.587,22.4,8.6,26.587,3,3,12447,4,2
E,E01016555,26.585,17,12.5,26.585,3,3,12448,4,2
E,E01032432,26.582,9.8,9.9,26.582,3,3,12449,4,2
S,S01012978,28.48301892,18,13,26.58043338,3,3,12450,4,2
E,E01025262,26.578,15.6,14.1,26.578,3,3,12451,4,2
E,E01020293,26.576,12.4,10.5,26.576,3,3,12452.5,4,2
E,E01026043,26.576,19.6,16.3,26.576,3,3,12452.5,4,2
E,E01001725,26.575,17.2,9.2,26.575,3,3,12454,4,2
E,E01002599,26.574,16.5,10.2,26.574,4,4,12455,4,2
S,S01009565,29.74052664,19,16,26.5731871,3,4,12456,4,2
E,E01003372,26.568,17.3,11.9,26.568,4,4,12457,4,2
E,E01027523,26.565,13.5,11.7,26.565,4,4,12458,4,2
S,S01009441,28.82997382,18,14,26.56366326,3,4,12459,4,2
E,E01013711,26.556,14.4,13.9,26.556,4,4,12460,4,2
E,E01018872,26.554,16.9,13.3,26.554,4,4,12461,4,2
E,E01029134,26.551,14.5,14.1,26.551,4,4,12462,4,2
W,W01001099,23,23,12,26.5492184,4,4,12463,4,2
E,E01024587,26.547,12.3,10.9,26.547,4,4,12464,4,2
E,E01023154,26.546,18,11.3,26.546,4,4,12465,4,2
E,E01005994,26.54,16.9,12,26.54,4,4,12466,4,2
E,E01008637,26.539,18.6,16.7,26.539,4,4,12468,4,2
E,E01007536,26.539,11.1,11.2,26.539,4,4,12468,4,2
E,E01001799,26.539,13.7,8,26.539,4,4,12468,4,2
E,E01000819,26.536,19.4,12,26.536,4,4,12470,4,2
E,E01028192,26.531,17.4,15.4,26.531,4,4,12471,4,2
E,E01015268,26.53,15.2,16.2,26.53,4,4,12472,4,2
E,E01001481,26.529,18.5,10.4,26.529,4,4,12473,4,2
E,E01006843,26.526,16.5,15.2,26.526,4,4,12474,4,2
E,E01020981,26.525,15.2,12,26.525,4,4,12475,4,2
E,E01018861,26.524,12.4,10.2,26.524,4,4,12476,4,2
E,E01023153,26.521,13.4,9.2,26.521,4,4,12477,4,2
S,S01007969,28.61160241,17,14,26.51837093,3,4,12478,4,2
S,S01011031,26.62145289,14,10,26.51762455,3,4,12479,4,2
W,W01001328,22.4,19,13,26.51633571,4,4,12480,4,2
E,E01012510,26.516,14.8,13.6,26.516,4,4,12481.5,4,2
E,E01015443,26.516,16.9,12,26.516,4,4,12481.5,4,2
E,E01010426,26.514,16.7,12,26.514,4,4,12483,4,2
S,S01012849,29.15719552,20,14,26.51305204,3,4,12484,4,2
E,E01017538,26.511,18.6,11.3,26.511,4,4,12485.5,4,2
E,E01013258,26.511,18.3,15,26.511,4,4,12485.5,4,2
E,E01000980,26.51,19.2,12.2,26.51,4,4,12487,4,2
S,S01009515,27.70040447,16,12,26.5080154,3,4,12488,4,2
E,E01011477,26.503,15,10.5,26.503,4,4,12489,4,2
W,W01000542,23.2,11,7,26.50287151,4,4,12490,4,2
E,E01023652,26.502,21,13.4,26.502,4,4,12491.5,4,2
E,E01014192,26.502,20.3,16.7,26.502,4,4,12491.5,4,2
E,E01018895,26.499,17.3,14.4,26.499,4,4,12493,4,2
S,S01011359,28.59572959,17,14,26.4979075,3,4,12494,4,2
E,E01026823,26.494,13.7,13.3,26.494,4,4,12495,4,2
E,E01003981,26.493,10.7,6.7,26.493,4,4,12496,4,2
E,E01001794,26.492,13.5,7,26.492,4,4,12497,4,2
S,S01010630,28.04865478,18,12,26.4845145,3,4,12498,4,2
E,E01003150,26.483,18.6,10.4,26.483,4,4,12500,4,2
E,E01018451,26.483,16.3,15,26.483,4,4,12500,4,2
E,E01016484,26.483,10.1,8.3,26.483,4,4,12500,4,2
E,E01022022,26.482,14,11.5,26.482,4,4,12502,4,2
S,S01007674,27.4966732,15,12,26.4815973,3,4,12503,4,2
E,E01024705,26.477,16.7,13.7,26.477,4,4,12504,4,2
E,E01018916,26.476,14.9,11.5,26.476,4,4,12505,4,2
E,E01026254,26.468,15.7,13.2,26.468,4,4,12506,4,2
S,S01006651,26.21639916,12,10,26.46789382,4,4,12507,4,2
E,E01018145,26.467,16.3,9.5,26.467,4,4,12508,4,2
S,S01006624,26.75228331,11,12,26.46685971,3,4,12509,4,2
E,E01001804,26.466,14.6,10.5,26.466,4,4,12510,4,2
E,E01001317,26.465,16.5,10.5,26.465,4,4,12511,4,2
E,E01031573,26.463,18.1,10.7,26.463,4,4,12512,4,2
E,E01002841,26.462,15,11.7,26.462,4,4,12513,4,2
S,S01009599,28.56634512,17,14,26.4600247,3,4,12514,4,2
E,E01004411,26.46,14.5,7.7,26.46,4,4,12515,4,2
E,E01008764,26.459,16.8,15.7,26.459,4,4,12516,4,2
E,E01010893,26.457,12.6,9.7,26.457,4,4,12517,4,2
S,S01010638,27.66034809,16,12,26.45637425,3,4,12518,4,2
E,E01020287,26.456,7.5,6.6,26.456,4,4,12519,4,2
E,E01001467,26.454,18.5,9.6,26.454,4,4,12520,4,2
E,E01028252,26.452,15.3,16.9,26.452,4,4,12521.5,4,2
E,E01003339,26.452,15.6,10.5,26.452,4,4,12521.5,4,2
E,E01011238,26.451,10.7,11,26.451,4,4,12523.5,4,2
E,E01007040,26.451,12.3,10.4,26.451,4,4,12523.5,4,2
E,E01004006,26.449,14.4,8.7,26.449,4,4,12525,4,2
E,E01020997,26.448,17.7,12.7,26.448,4,4,12526,4,2
S,S01010008,26.56083264,12,11,26.44787306,3,4,12527,4,2
E,E01022479,26.443,17.5,9.5,26.443,4,4,12528.5,4,2
E,E01016462,26.443,14.9,8.4,26.443,4,4,12528.5,4,2
S,S01013283,26.0133416,11,10,26.44234429,4,4,12530,4,2
E,E01029249,26.442,15.9,12.7,26.442,4,4,12531,4,2
E,E01008768,26.441,13.6,14.9,26.441,4,4,12532,4,2
S,S01012279,28.5510529,17,14,26.44030981,3,4,12533,4,2
E,E01021601,26.44,17,12.6,26.44,4,4,12534,4,2
E,E01029337,26.439,11.7,9.9,26.439,4,4,12535,4,2
E,E01002681,26.437,15.8,12.1,26.437,4,4,12536,4,2
E,E01003264,26.433,17.4,12.1,26.433,4,4,12537,4,2
E,E01026178,26.432,12.6,8.6,26.432,4,4,12538,4,2
